frecuencia_cardiaca,potencia,cadencia,tiempo,temperatura,pendiente,velocidad
175,218,99,33.14445708868326,21.142257029504226,-3.602479916899712,12.425157042658729
155,225,95,132.89515810240334,32.37775626441024,-2.1382717493747863,47.96834507482049
127,122,102,84.65014488132732,37.88817632265968,11.652364286489869,41.73576057221391
169,446,80,8.650699376019167,13.418699041429516,9.102988466709256,45.78571190310538
109,232,80,152.07917109846338,21.27978669823934,10.305461557262616,13.62886808939724
179,194,94,96.44085853604156,35.53522782558312,8.497825178256104,36.67417684057071
92,321,83,89.76972832545711,26.488481311567732,9.95766551513972,22.399997486871573
186,327,65,100.06574101324269,20.62708721334324,5.64499491708335,35.78364698969374
137,180,82,40.62619905989247,12.85035096976914,4.342922164276441,35.41774582638091
112,245,104,104.98081483592549,17.309701481916,10.609535993587178,20.75872126381544
133,352,64,96.2205546315726,35.940585761006204,6.078354618009241,29.94283198022837
109,326,61,96.3027581613373,31.088303229360303,4.271479060711142,25.22758724643463
156,283,78,77.78378907571464,14.910514043959044,7.747462995419927,27.77461396966057
165,389,64,89.18582967271513,39.30175715987737,11.099611791558292,11.76647744711325
188,376,99,118.83953836355026,30.930118825602253,5.185049945685528,25.48949084712384
120,100,67,67.61523641244749,36.47378321368299,2.985643970841624,26.266962799943325
187,350,81,102.72221770205964,11.938500395322585,-4.572586709286364,38.9992467969621
159,134,87,144.43961987620483,22.55741864871806,6.200026192381198,22.60588156530213
170,243,96,133.66221454160424,32.64513459822543,7.328154316465643,37.005602445986725
144,277,97,37.457759175926434,10.077520445349473,9.397618377505518,31.965213451086907
145,263,86,59.59159833664783,16.97936615688043,-1.1520245961947388,34.13167222859772
131,157,95,143.04122182738024,24.380633204135552,7.907228462034329,43.530614381828194
143,385,63,12.640790098788209,13.757007112984814,-4.964234666009982,19.83229757224612
104,441,70,148.49071054641752,14.852926340563288,4.813245423066423,35.908526842516864
108,244,92,40.647718623347984,24.449045396045868,9.248587120382716,41.07712041308902
176,319,84,103.48130011009196,22.143952872555992,0.7868993369426001,31.229494211473437
102,102,104,125.04435379702224,22.06981374059668,9.203164018499567,49.98175674876377
186,146,99,154.48671053077405,26.93323272036648,9.270835461513038,18.930535420207853
162,232,92,161.5339879194118,21.47578840732025,8.990293585765263,45.020449062104646
103,205,66,43.59819686140657,13.32423886539421,-3.431158534754627,30.508809912505125
148,356,99,145.69597139515707,15.53755388611099,-3.4897158335114056,42.87706543759719
97,198,95,154.13386833572636,27.41425020150024,0.4343361514892603,47.7193526726417
119,430,109,60.50925043394476,21.30742494209116,-4.018402118224046,34.636476627068845
129,232,106,89.41236677152853,37.90956654513471,10.155160265599616,45.90698690711827
124,273,63,32.534615447942045,14.779120618569408,8.927336782814839,29.03870924046624
142,401,60,133.1475662573129,30.142740085918437,3.4533508153496992,18.44449884664545
90,402,70,72.13214557098381,13.661051563731853,8.640023595707492,15.260730676655117
122,199,69,103.11850895061497,21.99715620412469,0.2478786373443195,10.092701916192556
177,353,95,135.38629592103857,25.69254173745354,5.615232590019376,39.32204759439973
108,197,75,131.74992892212208,13.064485889726145,-0.534514075822921,31.874385639005048
124,189,89,12.892618513556556,26.060743055279826,-2.2524632081401856,31.959217977665677
148,100,68,140.2439865029408,28.58493254222763,4.055490074946434,31.93528144782616
179,130,96,71.5734482407396,37.28170576025188,3.362828701797394,22.353376960293637
129,372,106,95.69556416836863,20.30681424327112,2.6092499854436886,26.09786549734676
162,323,91,80.81818107003973,17.980578340161422,0.7938668964273923,29.892497846758896
109,204,99,136.10328684272454,29.760764386223308,-0.3833309992323226,17.212317416911127
110,424,109,68.82201865502853,31.529073577258885,0.7504727906499227,13.59248617131096
148,235,86,131.7739677074705,15.212577869868834,5.179741038519355,12.388659558835574
125,441,108,119.97217507378627,35.78695694940838,-2.761211545975345,48.49240811951137
105,218,95,27.004764566163544,27.98106896988801,-2.4230670212120407,10.826854755676178
110,384,79,12.72895159926753,34.671802564511744,0.8806476075288021,48.861321695623545
100,250,92,168.02816045582324,29.048801367730995,-2.9186237278980025,47.45284615876627
140,278,90,17.255198505807428,27.80615707369441,6.291194546592095,37.910251042937176
91,388,70,144.18482164284205,28.520552722389223,8.391121263971048,23.33629288636442
183,388,84,55.51997921786167,27.57430437915706,-2.7496695564054683,29.300016809414423
158,294,103,140.80003623120015,26.186686614865152,10.472288825296282,27.100073253124467
161,185,63,14.02926616527425,31.464727212978232,5.5348904833900665,20.241902604198174
91,221,66,138.016463726667,28.99568878040392,9.017091737479548,38.40541727192263
122,226,81,26.519891492684675,21.561276491420852,11.616686005836254,22.403381533710203
181,134,88,56.97550337960439,14.491119038708732,4.262411904436766,21.700603642829677
98,438,89,52.76789059985512,39.86441472112772,9.5668569132766,44.66191926996348
171,197,102,157.5707363202962,36.874437921156456,7.2636886688069,42.33101758223751
165,301,88,30.11991335689375,10.68798433804126,11.50261661251322,30.70385205262088
138,246,61,75.78495369432387,35.78247379841767,7.240136674272923,10.226632581182692
175,112,94,49.67864182747557,25.608897307559623,9.055854554539122,41.22927412803604
108,417,96,157.05760946959992,23.851984408371464,6.572850180328254,43.73112363745609
147,279,82,159.87471239157418,34.69522046786981,11.445055022400677,23.671296189470468
176,168,79,179.8868624240211,36.90142869520367,8.121581345087563,39.36119050357225
149,141,93,106.00741642455591,39.73379295463912,0.1083195552073501,18.53573391902758
178,322,88,85.05061711039878,21.35429270457607,8.576085630506771,15.197196981428052
151,346,76,158.41644112592866,12.611168877629758,4.22327865772219,38.92597945858518
140,400,65,102.33180363195748,21.73128289174523,-0.6824271322755795,25.789374153793126
137,434,78,92.57792909787976,18.48237068736286,10.205693466011947,35.00116744340823
97,156,86,54.24341810106719,15.114338145217529,0.4911903725656348,14.640907253926772
177,124,88,11.198914473245388,12.663021823233054,11.8030718200053,26.895380887372237
155,225,103,136.89729595884086,27.254900514898747,1.9412078269106685,46.44274811069535
126,232,99,59.62590992187824,27.315183498626503,4.847528014948956,11.312384965144338
117,289,67,139.9222511931237,34.87997215423852,10.280405599064204,23.209711173456213
167,382,86,167.76581133920428,20.250235056907627,-3.079965457010049,10.115250066624585
182,416,109,106.39760738511264,28.35821516011993,5.034854230203715,18.178435442188476
184,449,65,171.0020870990009,21.25779713327999,1.4414747269998447,47.240398835412
166,312,105,70.07086761677681,36.28315577794128,2.1645487068472065,13.05539779965824
106,402,101,177.67127156250328,13.741421707341717,-1.1157253051688971,17.644748379840106
100,264,108,169.71656324066765,24.863563103829453,10.4254628001184,31.089306430156505
186,200,68,66.00039176734484,32.41658763226113,0.5389929985956465,36.60584776953621
154,240,71,33.070018432762616,11.893270992374504,9.95697253717882,14.439100983405924
106,376,105,81.50394304294464,20.271509081006396,1.8662636908921035,40.52433454405233
167,214,94,24.156829768845157,15.353378956833163,-0.65661314085472,18.77095847695503
185,358,85,27.98364712164116,22.91011532526764,2.6473175355335075,37.02320367801039
125,118,77,27.47852566630849,19.675839335392453,-3.689673796825169,36.674666422036864
150,161,76,164.99139029150723,18.268370160368363,5.053914910182298,12.835663035651416
182,111,104,155.1475944364735,23.014015367643157,-3.3191485001091983,24.57416953712928
155,212,84,156.23783109297955,32.68793973674357,4.5147035622449785,10.40362426756099
128,358,109,41.81117648580201,17.591752984023536,-4.950342445436846,36.97395916093876
160,151,92,73.45470906406646,20.88832815537976,11.451849910757607,32.599374307010144
159,104,87,44.4695249276537,11.278996278610984,6.805657754222048,31.55252036158476
92,221,90,23.5209664200022,21.42728576532961,-3.5179490468588703,44.35826741682518
176,316,76,115.2111365243268,22.035637421169483,10.248284817200084,38.86886210868717
168,420,79,5.900404882075084,36.20009985171544,2.4035927247687088,39.21985443835161
181,191,91,75.87863983905626,32.74555033229612,4.223084265048275,45.55549696014519
141,211,98,81.68016062209784,11.6840831024863,-4.354313424072491,41.286850523649846
163,251,99,45.34960926587833,20.23270073422662,-1.6746423582432444,21.59880475774436
113,385,108,111.27862844596746,28.87896418032209,-3.900322810242763,47.89580998345787
104,190,85,70.92168834768978,14.238341478265172,6.139800964758189,33.167010214988885
183,281,102,102.97275465404516,25.974435776782784,6.588381200827541,37.287755225064416
116,263,105,32.81419957343239,10.530634288397716,7.030701547620518,27.42030501888763
185,140,66,87.51818051793973,29.622273861159943,11.813482091952956,36.03829340472291
143,376,63,176.9078401390143,11.753638423256618,0.842274274354752,44.67733873407535
179,342,78,103.60181228598027,37.11739990781124,7.828560767176061,27.183837743042588
150,294,94,75.92928204000509,31.838415301922296,8.7363847084114,23.05353723727949
100,388,108,119.01590669039632,17.975534099629407,10.481501850397374,37.599989492357736
124,138,92,49.21359144315489,22.28433559015612,11.950328670388249,11.691669968907249
127,165,67,131.84464797796022,39.27972548796377,7.407625250424132,41.37683432013671
137,153,60,142.09897703978257,20.645240807706717,8.909513368720209,44.16887625363472
159,276,89,31.176612466824007,13.815992880623488,-2.1001075035294696,11.782552937947166
117,107,89,86.5172412285435,19.601794975629502,2.63050221847004,27.255225950962988
112,107,96,83.11451313970247,30.351364685654254,4.863765819345499,18.14313510185442
181,277,103,156.92149236084293,31.72952409029984,9.913449968045052,49.60835574350486
186,194,97,72.17325157686435,11.615746209940784,4.052375890431492,18.9956086726365
133,319,102,84.39638605592447,38.914668264470535,-0.4477965166983191,34.78938285732357
152,172,63,159.6491921906317,15.818616018033246,3.698583571885699,39.06996896672787
90,152,87,140.7658287637673,34.75396587786111,5.269218510210727,49.79925477300372
104,435,68,79.69298491460127,22.735822755890855,1.8676238975513204,25.96400752294892
92,302,96,148.2874875874914,18.332578712477837,-4.5380247264556495,25.303212942825414
180,106,106,47.92496814468355,25.20515295461448,-0.676526319968616,44.63280660889421
138,150,89,17.098237582658403,14.520283231296322,9.48130102685711,26.03767049892187
127,411,100,109.70727139642472,35.02910097864303,9.76537560744491,42.39440749442345
114,124,106,176.26047529509282,13.67130271975534,-1.9880942703782865,16.883569171810375
105,387,69,148.75212740172665,11.140655447123647,9.520311960058573,46.775496182906906
173,341,81,86.7793841440892,32.99968405601218,9.8263069003821,26.05224096878849
177,243,98,88.41844495781447,23.390570535929264,-3.000052201291472,32.87236654428615
104,282,74,172.52229602208195,17.946863417102,0.3099347320537307,16.34496578105512
152,244,99,173.58569574356983,34.753920029983455,1.0551560009991006,32.403667897735815
172,319,92,107.94615746973794,22.925862746141,0.3582218586551029,18.82981953811127
108,192,103,115.69459331460357,30.558940483476203,2.9323323398526693,15.752574012592548
143,142,61,111.08302487320502,26.320497375482542,5.843910575281777,11.100767405616612
137,439,77,133.68630226650671,30.279468267590666,5.989651532118318,49.69769157499116
152,231,67,137.41126566236358,25.034589975460293,-4.47103480140492,47.23229189265959
116,438,86,86.45725153474713,18.39110615414437,-1.748572895452026,24.846464591429672
134,247,107,35.406858178824194,19.41183073582288,10.361333353895516,38.37531868349564
156,147,101,71.38775323642416,35.441433733923155,8.45924440744289,31.28086715937007
173,216,87,15.136080597789702,34.75602302246705,-4.996797207538108,38.99425997260068
131,210,102,110.10666994559132,29.126597934106893,8.884867812031978,23.784163377902384
177,337,106,59.74959988847782,29.640792442940445,7.451628441247527,11.2219782837352
149,317,102,46.47987499395883,36.44352339025065,1.6805618308699517,43.06987072104988
130,332,66,114.01404201364576,30.40395793310354,-4.432478769631519,23.614829852230507
133,135,67,75.27654137446031,31.735505541958545,-3.4120644764199746,19.38613767103397
151,357,68,78.06356470488112,34.472459305128424,8.458899803706979,21.21337843166084
188,351,83,112.75485383989248,17.8213989975975,6.4683334995756745,11.842269367598256
118,445,99,148.2688985874723,34.5620501222281,-3.7645951826297233,11.72027807467758
102,449,62,158.6309528322323,16.766239897771978,4.338482149853958,41.90189442148798
98,358,66,168.66031767740543,39.12249873012011,-0.2770247627105142,48.1158718399131
108,251,89,118.5880652890188,38.120598826475934,11.483331356417622,30.04351521048788
161,328,85,5.180158972985844,10.009975183614682,-2.8332826898112278,17.269567628378518
188,405,88,170.78633096043177,38.26946169019578,8.883596982662208,48.6821072570414
113,106,69,88.98198927861282,21.630207842511822,-2.789187697310642,23.47858902869826
90,293,95,127.32337915692784,20.389653057670102,7.224316605015545,17.440920000226626
147,418,80,67.86888088534297,25.724775121784862,1.559866549216971,31.868020822270733
94,104,95,38.11376946237603,17.171659965917968,2.1420183734113243,32.08277458613512
138,210,78,144.21431504687055,18.9833053147566,11.99513467065054,15.005010285669876
179,133,69,12.207111673872545,32.38621772445516,-4.158553490607668,17.043818853223787
130,285,69,98.20544089513336,19.02559325059765,6.676636960475495,37.03390985857346
119,269,76,108.76071997056182,32.30271358229828,9.649622413611022,31.78023076196912
169,183,73,96.88051265054692,23.272298094420087,-2.177416671924677,17.56158098910127
136,269,61,46.77075547767807,16.820719002882964,-0.8462210066300759,40.83122473055519
157,181,80,164.57130611798445,27.464446893399167,-1.256169876585643,49.26613295409791
151,332,64,47.7257758239155,21.14266005619137,-1.004367348334973,16.36100014961045
171,316,99,50.54083939151728,34.95589339754266,5.429043356865996,41.32066549266931
132,313,86,14.046946517267218,33.41199328441824,-2.691586199913069,35.62542371210346
94,141,61,13.53712679280529,10.037100392782284,-2.792950367820801,43.76994809623274
133,411,108,87.8754304761405,38.58392582803883,9.861854310351976,20.667007866479103
126,119,60,22.883883446400823,21.59382523477441,6.888361377145463,39.56106231151835
158,341,79,48.319492230590654,15.965688333258878,11.249016223252788,23.49360564068094
122,354,96,142.17069684830085,12.47852990377806,-4.237489343599333,48.40671138914982
108,367,67,114.42831553744088,33.51528030303022,-0.1624408700307418,25.711751032373733
110,282,64,54.67454250651288,26.734396765332097,8.940214695029052,15.927117129197818
122,220,93,122.14332025538825,32.27044151717527,7.952415942251061,30.62637623425814
113,436,100,67.42810928200029,34.98041408041129,-3.278581451542298,12.453238225731305
188,304,62,40.15034072590148,23.298192623308548,5.044746501607706,18.76469917879753
96,221,69,24.15705050952943,24.24659630518656,-4.50080929525933,20.169255349947825
109,350,82,120.64352070236887,34.9160336921452,4.771252422495058,19.28159315604424
91,285,76,135.52147710541877,29.67171017684969,-3.903648388764152,36.86569126184119
149,210,76,8.041463282458936,36.227874118307135,1.29674876668021,26.23004674460244
92,447,77,82.4022834166593,16.866838145398408,-3.7379051591974304,47.49513752657283
123,320,90,159.50859709905572,10.600790677774734,11.548775629594942,15.184026047817678
146,338,80,175.29210591231063,31.702142968368587,3.05810928421365,40.49931537902212
91,194,105,171.52124551218222,34.063916743827626,9.346718414399309,10.52118271028335
147,245,95,156.30654629213143,34.04100747458557,4.262070178268175,13.92939968756322
135,445,84,6.580320722671294,14.825445218732389,10.124084561298629,21.809672099585686
137,138,92,161.83872796988172,11.06712601106645,2.868483235269461,43.1756650783405
153,283,68,151.29966116171164,32.59562007740209,-3.56532953074278,38.76639587778276
126,261,91,112.26523060148104,23.85840810012867,1.7455464004673802,37.93244628910291
121,125,97,98.36458692744672,10.330948427873974,9.401371324794344,24.48705019194913
148,133,60,93.34785433127811,10.381446699606805,5.177770839424655,32.95365016418053
90,168,86,12.765916118316436,20.007086484166013,7.575415645454191,46.28799286242489
146,100,64,170.77713044485915,14.175940738525895,8.725732515779173,11.256872860450915
164,306,92,12.131968566182731,36.96702472018706,10.80025380604294,44.2082794007348
187,185,70,37.96108965898025,30.8624694498416,4.048378029532595,24.468410194383225
123,174,75,117.4507945657582,24.16181302590995,1.1585574806760492,42.351599382541536
